0.860378,0.82126582,0.52524352,-0.22277115,-0.00383636,0.341,0.786,0.322,-5.676,1.77,-0.427
0.880323,0.8215282,0.52483892,-0.22275558,-0.00393253,0.353,0.792,0.324,-5.188,0.916,-2.136
0.900269,0.82185054,0.52445674,-0.22245939,-0.00431673,0.345,0.794,0.33,-5.676,1.465,-5.737
0.920214,0.82212067,0.52431285,-0.22178069,-0.00519667,0.319,0.815,0.332,-5.188,0.854,-9.766
0.940159,0.82242912,0.52410877,-0.2210971,-0.00603426,0.331,0.802,0.327,-5.92,2.075,-11.23
0.960104,0.82290977,0.52383792,-0.21990149,-0.00752953,0.317,0.791,0.326,-8.972,2.93,-19.531
0.98005,0.82353771,0.52363127,-0.21794042,-0.00989363,0.308,0.803,0.333,-11.414,4.822,-31.372
0.999995,0.82433444,0.52336419,-0.21540031,-0.01286035,0.301,0.807,0.336,-14.587,6.958,-40.039
1.01994,0.82498986,0.52339679,-0.21256414,-0.01624782,0.287,0.831,0.347,-12.085,6.287,-44.922
1.039885,0.82586074,0.52316284,-0.2094242,-0.01990439,0.282,0.849,0.354,-16.846,7.996,-48.34
1.05983,0.82653618,0.52313358,-0.20643385,-0.023543,0.307,0.84,0.341,-14.832,8.24,-51.514
1.079776,0.82734561,0.52324867,-0.20223367,-0.02848838,0.233,0.828,0.351,-16.235,9.155,-65.43
1.099721,0.82829624,0.52350795,-0.19649127,-0.03543893,0.224,0.891,0.392,-19.714,10.986,-92.224
1.119666,0.82905114,0.52391016,-0.19087762,-0.04192884,0.217,0.901,0.4,-15.991,12.634,-88.684
1.139611,0.82886934,0.52541578,-0.18616757,-0.04749279,0.206,0.914,0.398,1.648,8.423,-77.393
1.159557,0.82909465,0.52640927,-0.1809516,-0.05245855,0.17,0.937,0.388,-6.409,16.724,-70.618
1.179502,0.82920003,0.52745408,-0.17593251,-0.05716008,0.125,0.91,0.367,-5.493,15.442,-64.697
1.199488,0.82914358,0.52866888,-0.17062813,-0.06257932,0.104,0.958,0.393,-4.028,12.573,-71.655
1.219392,0.82889187,0.52999347,-0.16496468,-0.06951106,0.082,0.983,0.438,-1.526,5.249,-87.524
1.239337,0.82795215,0.53203607,-0.15928964,-0.07784419,0.071,0.965,0.401,3.967,-2.502,-104.492
1.259283,0.82761401,0.53292799,-0.15408969,-0.08543537,0.062,0.993,0.363,-13.184,-1.099,-93.079
1.279228,0.8274498,0.5333454,-0.14981033,-0.09179562,0.032,0.988,0.372,-14.771,-3.296,-73.425
1.299173,0.82662588,0.53457367,-0.14609011,-0.09786905,0.008,1.032,0.381,-3.235,-7.935,-67.139
1.319119,0.8255955,0.53605425,-0.14258616,-0.10347518,-0.022,1.035,0.426,5.92,-8.606,-60.303
1.339064,0.82353139,0.53862494,-0.13830346,-0.11203263,-0.063,1.014,0.459,21.423,-21.423,-93.323
1.359009,0.82033879,0.54238206,-0.13372847,-0.12240356,-0.055,1.047,0.385,28.198,-27.466,-119.446
1.378954,0.81721663,0.54615724,-0.12863192,-0.1316174,-0.103,1.06,0.328,24.597,-15.259,-110.718
1.3989,0.81390017,0.55012965,-0.12397087,-0.1398395,-0.098,1.046,0.297,27.832,-12.268,-101.257
1.418845,0.81004626,0.55484909,-0.12030719,-0.14660734,-0.145,1.1,0.302,40.833,-13.184,-80.2
1.43879,0.80597228,0.55962014,-0.11771265,-0.15289775,-0.196,1.079,0.33,49.438,-21.851,-65.491
1.458736,0.80289829,0.56272072,-0.11353552,-0.16065302,-0.234,1.109,0.336,23.438,-19.104,-82.52
1.47868,0.79942793,0.56588721,-0.1087433,-0.16988695,-0.242,1.122,0.303,20.63,-22.888,-102.295
1.498626,0.79639322,0.56842017,-0.10449176,-0.17815098,-0.245,1.092,0.272,13.428,-21.24,-91.37
1.518571,0.79438114,0.56986666,-0.10027476,-0.18481237,-0.304,1.085,0.266,-1.404,-13.794,-68.726
1.538516,0.79251325,0.57118547,-0.09587859,-0.19099008,-0.346,1.095,0.311,0.427,-10.376,-61.157
1.558462,0.7909261,0.57243425,-0.09123597,-0.19603811,-0.384,1.098,0.326,0.183,-1.404,-49.377
1.578407,0.78929043,0.57417589,-0.08749213,-0.19921796,-0.377,1.094,0.3,6.226,4.15,-29.053
1.598352,0.78799474,0.57601416,-0.08439876,-0.20037164,-0.379,1.084,0.272,5.92,12.085,-6.226
1.618297,0.78739452,0.5771504,-0.08209701,-0.20041794,-0.362,1.086,0.274,-1.587,12.268,8.667
1.638242,0.78669894,0.57884961,-0.0814964,-0.19848496,-0.344,1.083,0.265,9.216,12.024,34.607
1.65823,0.78691787,0.58020437,-0.08185875,-0.19344854,-0.347,1.082,0.278,7.263,24.414,71.228
1.678133,0.78845507,0.58082187,-0.08330711,-0.18451139,-0.325,1.135,0.3,-0.732,41.626,113.708
1.698078,0.79080325,0.58088267,-0.08541541,-0.17294437,-0.31,1.08,0.31,-3.723,53.833,142.212
1.718023,0.7940498,0.57948691,-0.08760493,-0.16126131,-0.255,1.069,0.299,-22.644,53.406,142.517
1.737969,0.79817545,0.5762409,-0.09003888,-0.15084881,-0.194,1.098,0.287,-48.035,41.26,132.69
1.757914,0.80328298,0.57165462,-0.09412733,-0.13815738,-0.117,1.127,0.298,-62.195,41.382,163.208
1.777859,0.80881518,0.56623966,-0.09855089,-0.12441225,-0.047,1.002,0.342,-64.819,45.715,172.974
1.797805,0.81537724,0.55901629,-0.09970449,-0.11278226,-0.034,1.006,0.344,-96.069,60.547,136.536
1.81775,0.82192528,0.55112749,-0.09858582,-0.10477646,-0.064,0.973,0.427,-103.882,55.969,92.468
1.837695,0.82773829,0.54373467,-0.09640594,-0.09953818,-0.016,0.973,0.472,-96.741,48.828,56.091
1.85764,0.83489996,0.53476959,-0.09186667,-0.09232611,0.097,1.012,0.486,-121.948,86.914,54.749
1.877586,0.84258896,0.52466613,-0.08760213,-0.08423264,0.066,0.956,0.54,-131.592,87.585,69.458
1.897531,0.84823132,0.51706481,-0.08452683,-0.07747801,0.067,0.919,0.605,-91.98,68.054,59.387
1.917476,0.85257113,0.5111655,-0.08185389,-0.07163976,0.058,0.914,0.635,-65.674,58.167,51.147
1.937421,0.85746795,0.50434101,-0.07684169,-0.06696391,0.043,0.895,0.659,-78.369,72.937,28.931
1.957367,0.86345112,0.49590373,-0.067408,-0.0631493,0.069,0.893,0.736,-100.403,112.183,-5.127
1.977312,0.87222689,0.4828876,-0.05153325,-0.05817356,-0.044,0.833,0.752,-166.321,177.307,-17.212
1.997257,0.87883073,0.47242743,-0.0366432,-0.0559121,-0.079,0.866,0.805,-136.108,154.114,-43.274
2.017202,0.88362312,0.46424824,-0.02558364,-0.05503854,-0.07,0.823,0.865,-96.436,109.558,-39.734
2.037148,0.88741386,0.45738199,-0.01745505,-0.054714,-0.104,0.781,0.897,-69.275,76.172,-28.381
2.057093,0.89053029,0.45140338,-0.00941116,-0.05569708,-0.156,0.759,0.925,-51.453,66.345,-37.72
2.077038,0.89330822,0.44579142,-0.00035433,-0.05718661,-0.17,0.74,0.921,-46.448,74.341,-47.974
2.096983,0.89553148,0.44087443,0.00895896,-0.05977365,-0.183,0.737,0.932,-37.842,72.693,-61.523
2.116929,0.89671749,0.43756863,0.01786475,-0.06412693,-0.185,0.741,0.948,-16.235,62.439,-79.59
2.136874,0.89750713,0.4347859,0.02594624,-0.06905757,-0.218,0.747,0.985,-6.714,51.636,-80.688
2.156819,0.89771992,0.43289596,0.0339749,-0.07446986,-0.28,0.788,1.019,5.127,47.729,-82.52
2.176765,0.89758956,0.43148017,0.04204804,-0.07993618,-0.345,0.795,1.022,10.742,46.326,-80.139
2.19671,0.89806372,0.42882457,0.05123299,-0.08346401,-0.338,0.731,0.971,-7.446,67.444,-66.956
2.216655,0.89937413,0.42395526,0.06288946,-0.08621507,-0.372,0.719,0.959,-38.391,93.567,-70.557
2.2366,0.90011191,0.4198972,0.07367697,-0.0897587,-0.401,0.745,0.98,-29.297,83.008,-76.05
2.256546,0.90031266,0.41666883,0.08348561,-0.09409767,-0.443,0.752,1.031,-14.038,70.679,-78.247
2.276491,0.8998335,0.41458401,0.09281653,-0.0990193,-0.522,0.757,1.039,2.014,62.012,-77.637
2.296436,0.89858055,0.41378295,0.10185565,-0.10469981,-0.552,0.742,1.02,19.409,57.312,-82.642
2.316381,0.89752901,0.41218135,0.11207135,-0.1094906,-0.563,0.695,0.972,6.592,72.754,-79.773
2.336327,0.89681602,0.40941823,0.12283918,-0.11405386,-0.587,0.698,0.966,-9.521,78.247,-81.787
2.356272,0.8958292,0.40748799,0.13202552,-0.118376,-0.629,0.708,0.981,1.221,64.697,-70.923
2.376217,0.89501315,0.40565923,0.13986173,-0.12178133,-0.68,0.714,1.012,4.028,54.443,-52.49
2.396163,0.89418012,0.40429038,0.14668801,-0.12439378,-0.72,0.719,0.983,7.141,46.204,-36.987
2.416108,0.89335293,0.4029623,0.15341818,-0.12651013,-0.716,0.666,0.938,7.141,47.302,-30.457
2.436053,0.89204729,0.40190232,0.16153675,-0.12896527,-0.691,0.656,0.892,7.69,62.439,-43.213
2.455998,0.89057243,0.40068144,0.17006263,-0.13196152,-0.752,0.692,0.899,4.456,62.805,-50.903
2.475944,0.88958955,0.39881465,0.17818429,-0.13352013,-0.806,0.72,0.934,-6.714,63.293,-34.485
2.495889,0.88899034,0.39804894,0.18310238,-0.13314196,-0.833,0.684,0.985,9.033,42.358,4.639
2.515834,0.88811868,0.40002936,0.18461198,-0.13092047,-0.84,0.684,0.907,35.156,17.456,45.105
2.535779,0.88718235,0.40445384,0.18258376,-0.12644248,-0.835,0.682,0.894,60.12,-3.845,88.501
2.555725,0.88590103,0.41185534,0.17600757,-0.12073077,-0.794,0.769,0.869,89.172,-36.743,120.422
2.57567,0.88355654,0.42155761,0.16600144,-0.11857693,-0.754,0.843,0.822,123.657,-81.787,98.511
2.595615,0.88134617,0.4313691,0.15310006,-0.11708966,-0.711,0.903,0.863,130.127,-111.45,103.333
2.615561,0.8804431,0.43943354,0.13691027,-0.11390185,-0.696,0.917,0.897,109.68,-139.954,135.681
2.635506,0.87871414,0.44770285,0.12179554,-0.11220274,-0.725,0.918,0.819,113.953,-138.55,117.31
2.655451,0.87508774,0.45806578,0.10672043,-0.11405247,-0.488,0.824,0.75,151.184,-145.447,75.317
2.675396,0.86984766,0.47081092,0.0878917,-0.11822499,-0.409,0.838,0.698,189.636,-189.148,70.129
2.695342,0.86096209,0.48867381,0.06375068,-0.12600809,-0.36,0.945,0.65,267.09,-250.671,60.486
2.715287,0.85094708,0.5071522,0.03645853,-0.13174386,-0.265,0.966,0.557,280.884,-267.761,95.154
2.735232,0.84343219,0.52029675,0.01357685,-0.13315055,-0.243,0.998,0.468,204.468,-209.167,113.892
2.755177,0.83825624,0.52888191,-0.00436465,-0.13263217,-0.232,1.02,0.426,137.024,-158.02,107.178
2.775123,0.83315587,0.53668851,-0.01918366,-0.13209349,-0.115,1.063,0.327,117.859,-127.869,84.656
2.795068,0.82802343,0.54319483,-0.03151037,-0.13536482,-0.094,1.03,0.345,102.783,-129.211,33.447
2.815013,0.82286102,0.54915375,-0.04184372,-0.13992509,-0.075,0.941,0.287,93.506,-119.324,9.338
2.834958,0.81724626,0.5558269,-0.05263363,-0.14281017,-0.092,1.07,0.213,95.581,-113.342,28.137
2.854904,0.8124764,0.56211066,-0.0639993,-0.1407758,-0.154,1.064,0.181,89.783,-89.6,85.388
2.874849,0.80789417,0.56826556,-0.07383549,-0.13758494,-0.131,1.047,0.111,82.581,-67.627,86.67
2.894794,0.80421209,0.57296741,-0.08244055,-0.13473985,-0.07,1.057,0.134,62.927,-58.35,75.012
2.914739,0.79973072,0.57885075,-0.09129896,-0.13048792,-0.048,1.083,0.104,77.209,-49.927,86.975
2.934685,0.7953915,0.58473676,-0.10093413,-0.12348137,-0.008,0.969,0.071,83.191,-37.537,115.784
2.95463,0.79230511,0.58916342,-0.11080935,-0.1134036,0.047,0.932,0.016,64.758,-18.372,146.057
2.974575,0.78920579,0.59403265,-0.12075126,-0.09848145,0.117,0.995,-0.091,67.444,16.296,186.646
2.994521,0.78552496,0.59867322,-0.13086618,-0.08611014,0.073,0.924,0.017,79.529,-5.615,170.044
3.014466,0.78184992,0.60248506,-0.14091754,-0.07658119,0.184,0.853,-0.059,63.904,-22.827,138.794
3.034419,0.77808231,0.60607678,-0.15123159,-0.06624065,0.245,0.814,-0.094,60.425,-17.883,143.677
3.054356,0.77455181,0.60895932,-0.1623285,-0.05373579,0.309,0.783,-0.114,56.885,-8.606,166.138
3.074301,0.77150738,0.61075276,-0.17411743,-0.03795509,0.34,0.771,-0.154,49.866,9.033,202.698
3.094247,0.76922792,0.61106592,-0.18569577,-0.02009906,0.33,0.703,-0.124,41.748,24.902,226.135
3.114192,0.76792437,0.6091615,-0.1980145,-0.00217296,0.395,0.59,-0.118,19.226,20.691,233.826
3.134169,0.76720154,0.60521442,-0.21181037,0.01592652,0.502,0.545,-0.158,-3.845,12.39,244.934
3.154083,0.76702213,0.5989275,-0.22745433,0.03503406,0.534,0.481,-0.125,-22.827,4.639,271.484
3.174028,0.76652664,0.59117925,-0.24462479,0.05570217,0.534,0.466,-0.079,-26.306,0.183,303.04
3.193973,0.76347411,0.5853495,-0.26153645,0.07792304,0.548,0.38,-0.065,14.771,3.784,312.256
3.213918,0.75994503,0.57977653,-0.27671105,0.098862,0.534,0.269,-0.024,20.874,7.446,288.879
3.233864,0.75772262,0.57228988,-0.29070312,0.11761148,0.565,0.178,-0.043,-10.315,10.925,262.207
3.253809,0.75768292,0.56225204,-0.30296147,0.13417749,0.566,0.074,-0.074,-52.49,24.597,232.544
3.273754,0.76040787,0.54862976,-0.31332645,0.15037228,0.575,0.044,-0.045,-98.206,54.199,222.168
3.293699,0.76363945,0.53491122,-0.32154959,0.16531999,0.593,0.008,-0.035,-101.868,67.322,196.838
3.313645,0.76797175,0.52117908,-0.32655233,0.17876062,0.558,-0.017,-0.008,-106.445,90.149,161.316
3.33359,0.77262467,0.50910914,-0.32803893,0.19039296,0.488,-0.075,0.017,-90.82,107.178,116.699
3.353535,0.77982348,0.49749762,-0.3239888,0.1985013,0.495,-0.194,-0.001,-100.342,147.766,34.79
3.373481,0.79116887,0.48649061,-0.31313866,0.19830009,0.632,-0.275,0.007,-130.676,180.176,-102.905
3.393497,0.80535811,0.47382748,-0.29835185,0.1946072,0.733,-0.112,0.083,-166.565,207.153,-141.907
3.413371,0.81826675,0.46109527,-0.28387308,0.19299406,0.698,-0.002,0.179,-153.687,206.055,-104.858
3.433316,0.83145237,0.44508427,-0.26954895,0.19475697,0.645,0.009,0.257,-171.509,229.004,-62.378
3.453262,0.84341675,0.42974544,-0.25465703,0.19777983,0.547,0.009,0.368,-150.146,230.225,-47.119
3.473207,0.85447943,0.41696969,-0.23723818,0.19929692,0.56,-0.023,0.396,-116.699,240.295,-82.275
3.493152,0.86587745,0.40522143,-0.21554388,0.19897895,0.621,0.025,0.467,-102.234,273.743,-124.756
3.513098,0.87635463,0.39533645,-0.19246751,0.19664155,0.65,0.106,0.627,-80.933,269.348,-149.048
3.533043,0.88462144,0.3884455,-0.1713208,0.19288383,0.64,0.165,0.719,-47.302,231.689,-154.602
3.552988,0.89117336,0.38242492,-0.15337859,0.18983226,0.573,0.161,0.774,-31.189,195.923,-131.836
3.572933,0.89724654,0.37546507,-0.13697362,0.18765086,0.519,0.153,0.802,-33.875,184.753,-115.234
3.592879,0.90304047,0.36875704,-0.12011056,0.18468793,0.5,0.196,0.839,-28.87,185.913,-124.451
3.612824,0.90887076,0.36235154,-0.10102961,0.18013425,0.418,0.254,0.919,-23.621,197.571,-144.958
3.632769,0.91366333,0.35799676,-0.08040339,0.17490828,0.319,0.246,0.963,4.15,202.454,-153.748
3.652715,0.91740739,0.35566068,-0.05877889,0.16856526,0.224,0.282,0.977,28.259,201.355,-164.734
3.67266,0.92013848,0.35489672,-0.03798679,0.16109157,0.197,0.348,0.994,43.274,185.974,-170.959
3.692605,0.92229009,0.35464293,-0.01853355,0.15253171,0.178,0.388,1.029,48.523,167.908,-176.025
3.712551,0.92399013,0.35463256,0.00039807,0.14310059,0.07,0.439,1.105,54.138,154.541,-177.856
3.732496,0.92454225,0.35745153,0.02008192,0.1305631,-0.061,0.488,1.118,89.172,140.93,-206.177
3.752441,0.92423075,0.36161336,0.0386325,0.11636519,-0.089,0.535,1.106,100.952,123.535,-218.262
3.772386,0.92278445,0.36776778,0.05567855,0.10057645,-0.174,0.6,1.124,123.657,98.083,-224.121
3.792332,0.92004323,0.37594494,0.0701986,0.08519411,-0.231,0.621,1.093,145.935,72.144,-205.444
3.812276,0.91623908,0.38593185,0.08147856,0.07016978,-0.242,0.675,1.039,163.391,40.405,-185.913
3.832222,0.91196257,0.39621016,0.09197178,0.0536937,-0.295,0.748,0.979,165.161,25.085,-195.557
3.852168,0.90719658,0.40699825,0.10030603,0.03585376,-0.363,0.786,0.98,172.729,-3.967,-197.51
3.872113,0.90220916,0.41756383,0.10603537,0.02038505,-0.378,0.87,0.952,163.94,-18.127,-162.476
3.892058,0.89683664,0.42849562,0.10952979,0.00887491,-0.402,0.893,0.872,161.743,-22.949,-108.948
3.912003,0.89135522,0.43957996,0.11070358,0.00026055,-0.39,0.884,0.787,158.203,-32.532,-67.322
3.932008,0.88759446,0.44681102,0.11177281,-0.00654527,-0.367,0.877,0.706,105.164,-26.184,-54.199
3.951894,0.88557261,0.45010328,0.11402531,-0.0128983,-0.456,0.924,0.758,59.998,-19.47,-51.514
3.971839,0.88316143,0.45401633,0.11618362,-0.01991166,-0.593,0.935,0.826,77.393,-31.189,-42.114
3.991785,0.88004148,0.4593055,0.11725497,-0.02857764,-0.507,0.872,0.792,98.999,-41.992,-60.73
4.01173,0.87509704,0.46845204,0.11573298,-0.03692855,-0.449,0.885,0.708,139.282,-58.777,-47.974
4.031675,0.87105143,0.47545779,0.11525933,-0.04387066,-0.415,1.028,0.601,95.276,-41.565,-50.11
4.05162,0.86692476,0.48224157,0.11599117,-0.04930117,-0.497,1.06,0.622,92.102,-25.696,-34.058
4.071566,0.86255205,0.48923227,0.11725117,-0.05392481,-0.536,1.027,0.629,98.755,-16.724,-23.987
4.091511,0.85848558,0.49517417,0.11921667,-0.05993668,-0.53,0.971,0.564,87.28,-18.677,-42.419
4.111456,0.85474712,0.50060213,0.11974008,-0.06683691,-0.477,1.01,0.506,76.477,-36.255,-50.537
4.131402,0.85159254,0.50479835,0.12132291,-0.0724537,-0.539,1.092,0.502,55.237,-22.583,-42.725
4.151347,0.84806502,0.50957578,0.12332026,-0.07687879,-0.571,1.089,0.511,62.927,-11.658,-29.663
4.171292,0.84435451,0.51440805,0.12650815,-0.08028387,-0.574,1.081,0.501,63.11,6.958,-27.1
4.191237,0.84048402,0.51908767,0.13057847,-0.0841653,-0.553,1.008,0.465,64.331,13.977,-37.842
4.211183,0.83661598,0.52339995,0.13501814,-0.08886097,-0.553,0.977,0.417,60.059,12.207,-48.889
4.231128,0.83143127,0.52986407,0.13839757,-0.09387349,-0.596,1.048,0.384,84.9,2.625,-43.579
4.251073,0.82472378,0.53936756,0.14052808,-0.09573489,-0.602,1.122,0.347,115.295,16.174,-6.836
4.271019,0.81600237,0.55222905,0.1417259,-0.09537798,-0.606,1.081,0.366,163.94,31.006,23.682
4.290964,0.80605263,0.56649309,0.14142494,-0.09676629,-0.606,0.988,0.309,192.444,11.169,18.311
4.310909,0.79726154,0.57855177,0.14076032,-0.09918909,-0.619,1.074,0.17,158.203,-4.944,6.409
4.330854,0.78828585,0.59100568,0.13838053,-0.10083943,-0.558,1.108,0.092,157.349,-15.503,21.729
4.3508,0.77965397,0.60336703,0.13495716,-0.09937016,-0.56,1.036,0.013,148.682,-5.31,60.059
4.370745,0.77152926,0.6154629,0.13076833,-0.09406187,-0.525,1.013,0.021,141.418,15.686,98.694
4.39069,0.76433992,0.62645668,0.12651047,-0.085625,-0.517,0.981,0.035,125.244,36.682,127.38
4.410636,0.75680846,0.63779944,0.12129376,-0.07576738,-0.476,1.019,0.002,129.089,40.405,144.165
4.430581,0.74879897,0.64946318,0.11428566,-0.06660676,-0.474,1.035,-0.018,139.16,21.667,152.161
4.450526,0.74020469,0.66137832,0.10634298,-0.05802507,-0.355,1.014,-0.152,140.381,10.071,147.705
4.470472,0.73131025,0.67335546,0.09641381,-0.0498208,-0.274,0.94,-0.196,143.982,-8.484,156.982
4.490417,0.72129583,0.68609136,0.08495723,-0.04234672,-0.206,0.935,-0.301,155.701,-25.33,160.034
4.510362,0.71237105,0.69710183,0.07438751,-0.03229567,-0.13,0.9,-0.323,131.348,1.526,170.166
4.530307,0.70496976,0.70591086,0.06536959,-0.02084055,-0.089,0.904,-0.341,98.755,23.926,166.748
4.550253,0.6985231,0.71319813,0.05738588,-0.01099109,-0.102,0.944,-0.338,79.285,18.86,146.973
4.570198,0.69272441,0.71945798,0.05002422,-0.00325783,-0.079,0.873,-0.349,64.575,6.409,125
4.590143,0.68789476,0.72449309,0.04350578,0.00421432,-0.028,0.837,-0.373,42.969,10.559,112.427
4.610089,0.68373245,0.72861701,0.03746518,0.01495162,-0.052,0.82,-0.339,30.945,42.175,137.756
4.630034,0.68071073,0.73138976,0.03120959,0.02697866,-0.034,0.777,-0.28,18.921,51.941,149.109
4.649979,0.67894584,0.73261386,0.02432962,0.04144321,0.027,0.806,-0.339,-8.667,67.932,168.64
4.669924,0.67757171,0.73312777,0.01761594,0.05576698,0.068,0.821,-0.384,-18.86,69.031,164.612
4.68987,0.67747682,0.73242801,0.01208194,0.06654589,0.058,0.839,-0.255,-26.672,49.133,129.272
4.709815,0.67678803,0.73237646,0.00747833,0.07434207,0.128,0.832,-0.285,-21.057,31.372,93.75
4.72976,0.67625695,0.73210859,0.00311559,0.08175466,0.184,0.73,-0.271,-25.94,30.334,82.153
4.749705,0.6779809,0.72946954,-0.00148573,0.09063056,0.249,0.652,-0.244,-61.768,42.664,85.938
4.769651,0.68207037,0.72413969,-0.00620018,0.10180048,0.295,0.652,-0.262,-103.638,64.514,99.915
4.789596,0.68817937,0.71620929,-0.00817997,0.11569999,0.308,0.725,-0.331,-141.174,113.464,100.342
4.809541,0.69659537,0.70585412,-0.00678726,0.12836979,0.292,0.762,-0.138,-156.677,131.042,66.223
4.829487,0.70430285,0.69605225,-0.00388233,0.13947649,0.324,0.859,-0.062,-140.198,129.211,42.725
4.849432,0.71050763,0.6879217,-0.00069578,0.14812878,0.33,0.785,0.039,-108.337,108.337,21.057
4.869377,0.71582264,0.68132001,0.00229382,0.15295659,0.399,0.72,0.051,-89.294,74.89,-16.663
4.889323,0.72056842,0.67558086,0.00433401,0.15605417,0.44,0.729,0.036,-82.397,53.711,-29.541
4.909268,0.72429055,0.67090738,0.00614197,0.15889861,0.436,0.759,0.024,-69.092,49.072,-28.137
